s2,s1,fna_dist,bk_no_clean_up,ak_no_clean_up,bk_cleaned,ak_cleaned,C_sequences_prct.y,C_sequences_prct.x,j_bk,wp_bk,zp_bk,d_bk,j_ucseq_ak,wp_ucseq_ak,zp_ucseq_ak,d_ucseq_ak,j_cseq_ak,wp_cseq_ak,zp_cseq_ak,d_cseq_ak
Drosophila_mojavensis,Drosophila_yakuba,0.163739416,0.158639593,0.166197744,0.158621363,0.166197617,14.44,5.91,0.0007105,13921408.43,92717871.76,0.158621363,0.0005237,12073004.86,82398116.01,0.166197617,0.0012392,1065278.807,11482980.94,0.129993662
Drosophila_persimilis,Drosophila_ananassae,0.138042171,0.135749696,0.140393682,0.135720419,0.140362437,9.04,12.18,0.0014642,11472696.04,85306545.37,0.135720419,0.0011523,9557059.155,76389870.36,0.140362437,0.00260923,1336749.526,9312378.121,0.12134361
Drosophila_persimilis,Drosophila_biarmipes,0.136456693,0.13488619,0.140049248,0.134842865,0.140004069,9.04,5.74,0.0015644,13180425.52,94668458.42,0.134842865,0.0012841,11993251.62,87153275.85,0.140004069,0.002512288,723172.6947,8212496.473,0.108470127
Drosophila_persimilis,Drosophila_bipectinata,0.138629491,0.102636129,0.127005027,0.102602625,0.126955269,9.04,10.4,0.004595,12186997.05,92924630.96,0.102602625,0.0018976,10633745.64,83451913.17,0.126955269,0.023529486,1043232.041,10148421.61,0.047166351
Drosophila_persimilis,Drosophila_erecta,0.135686256,0.134182701,0.140961813,0.134164769,0.140954463,9.04,6.03,0.0017529,14236808.71,93520962.57,0.134164769,0.0013595,12963117.22,85984866.22,0.140954463,0.003476194,789497.5274,8352690.023,0.101165452
Drosophila_persimilis,Drosophila_eugracilis,0.133921329,0.11303863,0.135224418,0.113011619,0.135215683,9.04,9.07,0.0032324,12306718.43,92784317.19,0.113011619,0.0014476,10934706.91,83739190.71,0.135215683,0.016009353,863480.7985,9770607.165,0.054104008
Drosophila_persimilis,Drosophila_mauritiana,0.134057404,0.115877635,0.137933265,0.115850698,0.137935089,9.04,6.61,0.0033124,13656054.47,90972996.77,0.115850698,0.0014976,12406628.66,83300359.14,0.137935089,0.018406199,771765.2715,8405949.025,0.051078098
Drosophila_persimilis,Drosophila_mojavensis,0.159878892,0.133126654,0.139467096,0.133140351,0.139498468,9.04,14.44,0.0016933,13269624.38,93599150.36,0.133140351,0.0013128,11278128.29,81641187.05,0.139498468,0.002858,1152415.639,13165822.65,0.104591231
Drosophila_persimilis,Drosophila_persimilis,0,0,0,0,0,9.04,9.04,,,,,,,,,,,,
Drosophila_persimilis,Drosophila_pseudoobscura,0.017272596,0.013743962,0.01395739,0.013729339,0.013944025,9.04,8.14,0.1005165,12757233.01,90990328.51,0.013729339,0.0983465,11413184.11,82477582.58,0.013944025,0.045677669,788541.2785,9316338.825,0.021111724
Drosophila_persimilis,Drosophila_sechellia,0.135564392,0.11881392,0.139270492,0.118780342,0.139264593,9.04,6.95,0.0028427,12893804.15,90259377.12,0.118780342,0.0013559,11666949.29,82466551.21,0.139264593,0.014472065,770702.4488,8458941.485,0.058060052
Drosophila_persimilis,Drosophila_simulans,0.134223,0.133902673,0.138921101,0.13387697,0.138899682,9.04,5.48,0.001752,13634939.86,90541259.48,0.13387697,0.0014469,12435473.65,83467611.57,0.138899682,0.002213658,745533.7405,7823472.995,0.114352854
Drosophila_persimilis,Drosophila_virilis,0.158487112,0.097340252,0.158487406,0.097327718,0.158459852,9.04,15.04,0.0052699,10496607.95,83745715.2,0.097327718,0.0005682,8766638.402,73434238.48,0.158459852,0.03491142,1089323.152,11003614.54,0.034132584
Drosophila_persimilis,Drosophila_willistoni,0.156287182,0.136098149,0.163020416,0.136059589,0.163035485,9.04,11,0.001299,10360880.04,85772629.18,0.136059589,0.0004832,9181839.001,76371436.94,0.163035485,0.006289676,707381.2863,10061833.29,0.075100643
Drosophila_persimilis,Drosophila_yakuba,0.136320612,0.131180456,0.140528439,0.131183801,0.140546024,9.04,5.91,0.0018508,13021300.17,90128701.36,0.131183801,0.0013081,11835709.69,82798498.06,0.140546024,0.005164547,703453.1178,8031904.151,0.087421419
Drosophila_pseudoobscura,Drosophila_ananassae,0.137791712,0.140340288,0.143566296,0.140319526,0.143530956,8.14,12.18,0.0012952,11973139.72,85286893.92,0.140319526,0.0010698,10006541.65,76825883.85,0.143530956,0.001757245,1249160.956,8913971.091,0.131780054
Drosophila_pseudoobscura,Drosophila_biarmipes,0.136143953,0.135937371,0.139373848,0.135912286,0.139353728,8.14,5.74,0.0015522,13586152.76,94648806.97,0.135912286,0.0013525,12400404.25,87589289.34,0.139353728,0.00181958,684997.804,7814089.442,0.117551467
Drosophila_pseudoobscura,Drosophila_bipectinata,0.138358239,0.126648181,0.140817013,0.126610594,0.140751556,8.14,10.4,0.0020455,12603916.73,92904979.5,0.126610594,0.0011978,11063244.13,83887926.66,0.140751556,0.007182944,992833.1812,9750014.58,0.082190902
Drosophila_pseudoobscura,Drosophila_erecta,0.135313714,0.134899346,0.139484407,0.134898252,0.139481943,8.14,6.03,0.0017549,14629373.51,93501311.11,0.134898252,0.0014678,13337945.63,86420879.71,0.139481943,0.002229939,749693.2068,7954282.992,0.113829029
Drosophila_pseudoobscura,Drosophila_eugracilis,0.133580425,0.124936563,0.134823988,0.124929213,0.13481712,8.14,9.07,0.0021874,12677192.94,92764665.74,0.124929213,0.0015109,11308858.96,84175204.2,0.13481712,0.005811174,826210.7821,9372200.134,0.084153859
Drosophila_pseudoobscura,Drosophila_mauritiana,0.134056447,0.125240823,0.133921958,0.125224571,0.133920111,8.14,6.61,0.0024471,14048018.51,90953345.31,0.125224571,0.0017745,12791562.56,83736372.63,0.133920111,0.006687579,735637.2633,8007541.995,0.081243735
Drosophila_pseudoobscura,Drosophila_mojavensis,0.159951896,0.139940082,0.144446349,0.139941144,0.14445506,8.14,14.44,0.001363,13636775.69,93579498.91,0.139941144,0.0011279,11654024.52,82077200.54,0.14445506,0.0018401,1120140.854,12767415.62,0.117256304
Drosophila_pseudoobscura,Drosophila_persimilis,0.017272596,0.013743962,0.01395739,0.013729339,0.013944025,8.14,9.04,0.1005165,12757233.01,90990328.51,0.013729339,0.0983465,11413184.11,82477582.58,0.013944025,0.045677669,788541.2785,9316338.825,0.021111724
Drosophila_pseudoobscura,Drosophila_pseudoobscura,0,0,0,0,0,8.14,8.14,,,,,,,,,,,,
Drosophila_pseudoobscura,Drosophila_sechellia,0.135296214,0.123388931,0.130617235,0.123392204,0.13063228,8.14,6.95,0.0024884,13282303.84,90239725.66,0.123392204,0.0019004,12058120.2,82902564.7,0.13063228,0.005898006,733103.6657,8060534.455,0.084640011
Drosophila_pseudoobscura,Drosophila_simulans,0.133721974,0.13018507,0.133422516,0.130190878,0.133425738,8.14,5.48,0.0020575,14029970.66,90521608.03,0.130190878,0.0018066,12819747.72,83903625.06,0.133425738,0.002062817,704817.3789,7425065.964,0.116251493
Drosophila_pseudoobscura,Drosophila_virilis,0.15623783,0.125088405,0.157770969,0.125067257,0.157727781,8.14,15.04,0.0020631,10846038,83726063.74,0.125067257,0.0006025,9102030.478,73870251.96,0.157727781,0.011261346,1038853.219,10605207.51,0.067737001
Drosophila_pseudoobscura,Drosophila_willistoni,0.156099689,0.148821487,0.163254666,0.148796894,0.16322423,8.14,11,0.0008524,10776889.55,85752977.73,0.148796894,0.0005014,9649126.65,76807450.42,0.16322423,0.002721639,675826.3359,9663426.255,0.099503278
Drosophila_pseudoobscura,Drosophila_yakuba,0.136017556,0.133686699,0.138749399,0.133674143,0.138724549,8.14,5.91,0.0017454,13421048.34,90109049.91,0.133674143,0.001437,12238619.9,83234511.54,0.138724549,0.002660805,667384.6043,7633497.12,0.106614467
Drosophila_sechellia,Drosophila_ananassae,0.121300308,0.105041184,0.124788593,0.10499581,0.124760355,6.95,12.18,0.0046319,12142810.76,84555942.53,0.10499581,0.002151,10261622.27,76814852.48,0.124760355,0.026528466,1119109.99,8056573.751,0.052805179
Drosophila_sechellia,Drosophila_biarmipes,0.098150964,0.098125688,0.09945927,0.098093666,0.099415414,6.95,5.74,0.0059893,13725441.85,93917855.58,0.098093666,0.0056577,12656867.89,87578257.97,0.099415414,0.003947374,643735.1437,6956692.102,0.096867684
Drosophila_sechellia,Drosophila_bipectinata,0.122739867,0.106855077,0.121907602,0.106801985,0.12187226,6.95,10.4,0.0041877,12746442.76,92174028.11,0.106801985,0.002407,11318418.41,83876895.29,0.12187226,0.017835467,948065.3245,8892617.24,0.056584149
Drosophila_sechellia,Drosophila_erecta,0.064605557,0.064392137,0.065405085,0.064369676,0.065383195,6.95,6.03,0.0206504,14764805.98,92770359.72,0.064369676,0.0197121,13588684.46,86409848.34,0.065383195,0.009339226,710558.9557,7096885.652,0.073944915
Drosophila_sechellia,Drosophila_eugracilis,0.09468378,0.089859556,0.095358026,0.08982541,0.095323617,6.95,9.07,0.0075781,12804500.65,92033714.35,0.08982541,0.0061829,11543877.25,84164172.83,0.095323617,0.01360286,803198.2187,8514802.794,0.060966458
Drosophila_sechellia,Drosophila_mauritiana,0.022145109,0.019885632,0.02009631,0.01986863,0.020084089,6.95,6.61,0.0921624,14182994.31,90222393.92,0.01986863,0.0905734,13042162.42,83725341.26,0.020084089,0.048883407,706171.2084,7150144.654,0.023935136
Drosophila_sechellia,Drosophila_mojavensis,0.162659422,0.153792755,0.163750166,0.153815889,0.163804458,6.95,14.44,0.000837,13763420.33,92848547.52,0.153815889,0.0005661,11892365.36,82066169.17,0.163804458,0.001965,1144603.908,11910018.28,0.117984207
Drosophila_sechellia,Drosophila_persimilis,0.135564392,0.11881392,0.139270492,0.118780342,0.139264593,6.95,9.04,0.0028427,12893804.15,90259377.12,0.118780342,0.0013559,11666949.29,82466551.21,0.139264593,0.014472065,770702.4488,8458941.485,0.058060052
Drosophila_sechellia,Drosophila_pseudoobscura,0.135296214,0.123388931,0.130617235,0.123392204,0.13063228,6.95,8.14,0.0024884,13282303.84,90239725.66,0.123392204,0.0019004,12058120.2,82902564.7,0.13063228,0.005898006,733103.6657,8060534.455,0.084640011
Drosophila_sechellia,Drosophila_sechellia,0,0,0,0,0,6.95,6.95,,,,,,,,,,,,
Drosophila_sechellia,Drosophila_simulans,0.020562256,0.018556773,0.018531327,0.018537643,0.018512406,6.95,5.48,0.0968855,14165945.41,89790656.63,0.018537643,0.0956447,13070299.61,83892593.69,0.018512406,0.039791049,657979.2372,6567668.624,0.030567966
Drosophila_sechellia,Drosophila_virilis,0.162232146,0.10652484,0.151887299,0.106481758,0.151847922,6.95,15.04,0.0040452,10965618.38,82995112.35,0.106481758,0.0007644,9304818.523,73859220.6,0.151847922,0.027923999,998916.9781,9747810.17,0.041924322
Drosophila_sechellia,Drosophila_willistoni,0.159192975,0.136485379,0.151922105,0.136446778,0.151899676,6.95,11,0.001362,10918301.51,85022026.33,0.136446778,0.0007814,9908571.539,76796419.05,0.151899676,0.005418748,653743.6455,8806028.915,0.0811267
Drosophila_sechellia,Drosophila_yakuba,0.065395157,0.063325202,0.064385632,0.063300856,0.064358332,6.95,5.91,0.0203865,13558300.43,89378098.51,0.063300856,0.0194607,12492163.2,83223480.18,0.064358332,0.011121438,630612.7377,6776099.78,0.066567208
Drosophila_simulans,Drosophila_ananassae,0.120867333,0.123053104,0.122834444,0.123006074,0.12279708,5.48,12.18,0.0026146,12940963.41,84837824.89,0.123006074,0.0024428,11010184.36,77815912.84,0.12279708,0.001739646,978299.6896,7421105.26,0.130348507
Drosophila_simulans,Drosophila_biarmipes,0.09589761,0.094809255,0.096129292,0.094794299,0.096114999,5.48,5.74,0.0070718,14499516.97,94199737.94,0.094794299,0.0066636,13447709.56,88579318.33,0.096114999,0.003652496,596320.8146,6321223.612,0.099678411
Drosophila_simulans,Drosophila_bipectinata,0.121421968,0.117590135,0.11939592,0.117546941,0.119350724,5.48,10.4,0.0030344,13497448.63,92455910.48,0.117546941,0.0027767,12084458.12,84877955.65,0.119350724,0.002416031,894255.3596,8257148.749,0.11551379
Drosophila_simulans,Drosophila_erecta,0.06191662,0.060718874,0.061715096,0.060700102,0.061695299,5.48,6.03,0.0245942,15562347.68,93052242.08,0.060700102,0.0233854,14381710.98,87410908.7,0.061695299,0.009956774,664641.5871,6461417.162,0.072856471
Drosophila_simulans,Drosophila_eugracilis,0.09234363,0.090352207,0.091964654,0.090330538,0.091950349,5.48,9.07,0.0078432,13520206.15,92315596.71,0.090330538,0.0072955,12267696.69,85165233.19,0.091950349,0.003891836,772541.8013,7879334.303,0.098962079
Drosophila_simulans,Drosophila_mauritiana,0.018586115,0.016325541,0.016358236,0.016309439,0.01634151,5.48,6.61,0.1102353,14961017.41,90504276.29,0.016309439,0.1085434,13825944.19,84726401.62,0.01634151,0.046535122,669974.4103,6514676.164,0.026684584
Drosophila_simulans,Drosophila_mojavensis,0.155824402,0.158684733,0.164851299,0.158730813,0.164913655,5.48,14.44,0.0007342,14507840.91,93130429.88,0.158730813,0.00057,12629444.67,83067229.53,0.164913655,0.0010061,1158237.732,11274549.79,0.138654061
Drosophila_simulans,Drosophila_persimilis,0.134223,0.133902673,0.138921101,0.13387697,0.138899682,5.48,9.04,0.001752,13634939.86,90541259.48,0.13387697,0.0014469,12435473.65,83467611.57,0.138899682,0.002213658,745533.7405,7823472.995,0.114352854
Drosophila_simulans,Drosophila_pseudoobscura,0.133721974,0.13018507,0.133422516,0.130190878,0.133425738,5.48,8.14,0.0020575,14029970.66,90521608.03,0.130190878,0.0018066,12819747.72,83903625.06,0.133425738,0.002062817,704817.3789,7425065.964,0.116251493
Drosophila_simulans,Drosophila_sechellia,0.020562256,0.018556773,0.018531327,0.018537643,0.018512406,5.48,6.95,0.0968855,14165945.41,89790656.63,0.018537643,0.0956447,13070299.61,83892593.69,0.018512406,0.039791049,657979.2372,6567668.624,0.030567966
Drosophila_simulans,Drosophila_simulans,0,0,0,0,0,5.48,5.48,,,,,,,,,,,,
Drosophila_simulans,Drosophila_virilis,0.160796219,0.153946417,0.164558239,0.153915462,0.164525814,5.48,15.04,0.0007839,11604298.43,83276994.72,0.153915462,0.0005039,9918658.127,74860280.95,0.164525814,0.002494266,949461.6822,9112341.68,0.113501808
Drosophila_simulans,Drosophila_willistoni,0.158288834,0.1504825,0.155422896,0.150439395,0.155393941,5.48,11,0.0008694,11608759.85,85303908.7,0.150439395,0.0007302,10661305.23,77797479.41,0.155393941,0.001224054,625435.6966,8170560.424,0.124929242
Drosophila_simulans,Drosophila_yakuba,0.062688072,0.060327117,0.061303184,0.06030111,0.061277087,5.48,5.91,0.023783,14322117.61,89659980.88,0.06030111,0.0226965,13273663.35,84224540.53,0.061277087,0.009599201,587818.6636,6140631.289,0.07178847
Drosophila_virilis,Drosophila_ananassae,0.163554656,0.145094065,0.164067558,0.145073124,0.164027732,15.04,12.18,0.0009628,9674978.876,78042280.61,0.145073124,0.0004354,7618495.555,67782539.74,0.164027732,0.004029035,1645898.378,10601246.81,0.11123411
Drosophila_virilis,Drosophila_biarmipes,0.163325085,0.151245211,0.163220328,0.151196515,0.163186274,15.04,5.74,0.0007966,11204822.52,87404193.66,0.151196515,0.0004867,9564915.597,78545945.24,0.163186274,0.002929122,926098.6896,9501365.158,0.106986689
Drosophila_virilis,Drosophila_bipectinata,0.164731888,0.088624484,0.162578387,0.088597788,0.162558874,15.04,10.4,0.0068492,10338152.04,85660366.19,0.088597788,0.0004634,8478760.541,74844582.55,0.162558874,0.0481079,1354064.709,11437290.3,0.030102998
Drosophila_virilis,Drosophila_erecta,0.161270865,0.146098168,0.164121149,0.146070016,0.16408568,15.04,6.03,0.0010532,12127083.31,86256697.8,0.146070016,0.0005166,10340231.93,77377535.6,0.16408568,0.004693173,1018285.524,9641558.708,0.095698501
Drosophila_virilis,Drosophila_eugracilis,0.160967205,0.101497531,0.159742796,0.101478196,0.159748142,15.04,9.07,0.0044571,10466505.63,85520052.43,0.101478196,0.0005268,8720617.863,75131860.09,0.159748142,0.031025912,1137975.841,11059475.85,0.038883539
Drosophila_virilis,Drosophila_mauritiana,0.161165521,0.103313212,0.162733728,0.103266784,0.162692534,15.04,6.61,0.0047557,11624218.63,83708732,0.103266784,0.0005393,9895607.699,74693028.52,0.162692534,0.037226035,1006193.025,9694817.71,0.033674136
Drosophila_virilis,Drosophila_mojavensis,0.115142336,0.112896036,0.123001966,0.11286969,0.122969549,15.04,14.44,0.0032062,11302558.52,86334885.6,0.11286969,0.0021127,8994782.152,73033856.43,0.122969549,0.005063,1586424.424,14454691.33,0.094616888
Drosophila_virilis,Drosophila_persimilis,0.158487112,0.097340252,0.158487406,0.097327718,0.158459852,15.04,9.04,0.0052699,10496607.95,83745715.2,0.097327718,0.0005682,8766638.402,73434238.48,0.158459852,0.03491142,1089323.152,11003614.54,0.034132584
Drosophila_virilis,Drosophila_pseudoobscura,0.15623783,0.125088405,0.157770969,0.125067257,0.157727781,15.04,8.14,0.0020631,10846038,83726063.74,0.125067257,0.0006025,9102030.478,73870251.96,0.157727781,0.011261346,1038853.219,10605207.51,0.067737001
Drosophila_virilis,Drosophila_sechellia,0.162232146,0.10652484,0.151887299,0.106481758,0.151847922,15.04,6.95,0.0040452,10965618.38,82995112.35,0.106481758,0.0007644,9304818.523,73859220.6,0.151847922,0.027923999,998916.9781,9747810.17,0.041924322
Drosophila_virilis,Drosophila_simulans,0.160796219,0.153946417,0.164558239,0.153915462,0.164525814,15.04,5.48,0.0007839,11604298.43,83276994.72,0.153915462,0.0005039,9918658.127,74860280.95,0.164525814,0.002494266,949461.6822,9112341.68,0.113501808
Drosophila_virilis,Drosophila_virilis,0,0,0,0,0,15.04,15.04,,,,,,,,,,,,
Drosophila_virilis,Drosophila_willistoni,0.158987321,0.114493546,0.145991141,0.114442022,0.146003065,15.04,11,0.0025838,8756431.138,78508364.42,0.114442022,0.0008108,7318394.146,67764106.32,0.146003065,0.0122132,928291.8915,11350701.97,0.059865085
Drosophila_virilis,Drosophila_yakuba,0.16199772,0.134350025,0.159807159,0.13433678,0.159788989,15.04,5.91,0.0015285,11070121.34,82864436.59,0.13433678,0.0005766,9439241.082,74191167.44,0.159788989,0.008456588,904973.0322,9320772.836,0.075964095
Drosophila_willistoni,Drosophila_ananassae,0.160456145,0.151648177,0.158824745,0.151601979,0.158782326,11,12.18,0.0006957,9099056.721,80069194.59,0.151601979,0.0005135,7721436.256,70719738.2,0.158782326,0.001617807,1098058.266,9659465.551,0.128223991
Drosophila_willistoni,Drosophila_biarmipes,0.161127995,0.152792786,0.159663318,0.152753593,0.159624341,11,5.74,0.0007303,11126819.55,89431107.64,0.152753593,0.0005691,10170255.55,81483143.7,0.159624341,0.001504028,608791.0318,8559583.902,0.117012739
Drosophila_willistoni,Drosophila_bipectinata,0.160853098,0.121574655,0.157164762,0.121548582,0.157124452,11,10.4,0.002082,10121942.67,87687280.18,0.121548582,0.0005661,8807611.469,77781781.01,0.157124452,0.012138855,885708.3806,10495509.04,0.060998813
Drosophila_willistoni,Drosophila_erecta,0.158994268,0.151085591,0.157475386,0.151078663,0.157441756,11,6.03,0.0008625,12200393.65,88283611.78,0.151078663,0.0006887,11192533.84,80314734.06,0.157441756,0.001602202,667622.8739,8699777.452,0.117379206
Drosophila_willistoni,Drosophila_eugracilis,0.157453571,0.119277067,0.154792483,0.119232004,0.154738495,11,9.07,0.0023305,10422501.7,87546966.41,0.119232004,0.0006476,9263621.59,78069058.55,0.154738495,0.01414799,740217.0176,10117694.59,0.052052286
Drosophila_willistoni,Drosophila_mauritiana,0.158425779,0.137595617,0.155074982,0.137553788,0.155039866,11,6.61,0.001384,11641375.04,85735645.99,0.137553788,0.0007393,10631824.88,77630226.98,0.155039866,0.006219861,657083.4974,8753036.455,0.077385676
Drosophila_willistoni,Drosophila_mojavensis,0.159223312,0.152024785,0.163647809,0.152014036,0.163654168,11,14.44,0.0007758,11366557.65,88361799.58,0.152014036,0.0004956,9585206.367,75971054.89,0.163654168,0.0015924,1015876.31,13512910.08,0.116968033
Drosophila_willistoni,Drosophila_persimilis,0.156287182,0.136098149,0.163020416,0.136059589,0.163035485,11,9.04,0.001299,10360880.04,85772629.18,0.136059589,0.0004832,9181839.001,76371436.94,0.163035485,0.006289676,707381.2863,10061833.29,0.075100643
Drosophila_willistoni,Drosophila_pseudoobscura,0.156099689,0.148821487,0.163254666,0.148796894,0.16322423,11,8.14,0.0008524,10776889.55,85752977.73,0.148796894,0.0005014,9649126.65,76807450.42,0.16322423,0.002721639,675826.3359,9663426.255,0.099503278
Drosophila_willistoni,Drosophila_sechellia,0.159192975,0.136485379,0.151922105,0.136446778,0.151899676,11,6.95,0.001362,10918301.51,85022026.33,0.136446778,0.0007814,9908571.539,76796419.05,0.151899676,0.005418748,653743.6455,8806028.915,0.0811267
Drosophila_willistoni,Drosophila_simulans,0.158288834,0.1504825,0.155422896,0.150439395,0.155393941,11,5.48,0.0008694,11608759.85,85303908.7,0.150439395,0.0007302,10661305.23,77797479.41,0.155393941,0.001224054,625435.6966,8170560.424,0.124929242
Drosophila_willistoni,Drosophila_virilis,0.158987321,0.114493546,0.145991141,0.114442022,0.146003065,11,15.04,0.0025838,8756431.138,78508364.42,0.114442022,0.0008108,7318394.146,67764106.32,0.146003065,0.0122132,928291.8915,11350701.97,0.059865085
Drosophila_willistoni,Drosophila_willistoni,0,0,0,0,0,11,11,,,,,,,,,,,,
Drosophila_willistoni,Drosophila_yakuba,0.159691871,0.123667202,0.127222481,0.123670112,0.127236884,11,5.91,0.0021679,10996788.04,84891350.58,0.123670112,0.001918,10033273.4,77128365.9,0.127236884,0.003199674,593896.5834,8378991.58,0.095195363
Drosophila_yakuba,Drosophila_ananassae,0.123644541,0.124715464,0.125186712,0.124706503,0.125172811,5.91,12.18,0.0023347,12215914.81,84425266.77,0.124706503,0.0021384,10396537.18,77146799.32,0.125172811,0.001978722,979458.5057,7629536.416,0.125988061
Drosophila_yakuba,Drosophila_biarmipes,0.099188513,0.09865707,0.100211655,0.098633567,0.100188651,5.91,5.74,0.0059483,13868129.04,93787179.82,0.098633567,0.0055706,12847932.24,87910204.82,0.100188651,0.003456212,576933.0076,6529654.768,0.099374811
Drosophila_yakuba,Drosophila_bipectinata,0.124056627,0.115827211,0.121879405,0.115789553,0.121833274,5.91,10.4,0.0030899,12863883.68,92043352.35,0.115789553,0.0024348,11478325.78,84208842.13,0.121833274,0.006834186,856135.367,8465579.905,0.083449858
Drosophila_yakuba,Drosophila_erecta,0.060120071,0.058539048,0.059618578,0.058522858,0.059599772,5.91,6.03,0.025494,14934776.69,92639683.96,0.058522858,0.0242599,13804247.85,86741795.18,0.059599772,0.01093523,639408.0788,6669848.318,0.067961984
Drosophila_yakuba,Drosophila_eugracilis,0.095903834,0.092839024,0.09581027,0.092806943,0.095776827,5.91,9.07,0.0069233,12940628.83,91903038.59,0.092806943,0.0061548,11717670.89,84496119.67,0.095776827,0.006675005,731330.2481,8087765.459,0.080829576
Drosophila_yakuba,Drosophila_mauritiana,0.063356058,0.060792451,0.061946428,0.06076964,0.061922432,5.91,6.61,0.0233257,14340684.48,90091718.16,0.06076964,0.0222029,13244839.34,84057288.1,0.061922432,0.012401554,639261.2599,6723107.32,0.063967764
Drosophila_yakuba,Drosophila_mojavensis,0.163739416,0.158639593,0.166197744,0.158621363,0.166197617,5.91,14.44,0.0007105,13921408.43,92717871.76,0.158621363,0.0005237,12073004.86,82398116.01,0.166197617,0.0012392,1065278.807,11482980.94,0.129993662
Drosophila_yakuba,Drosophila_persimilis,0.136320612,0.131180456,0.140528439,0.131183801,0.140546024,5.91,9.04,0.0018508,13021300.17,90128701.36,0.131183801,0.0013081,11835709.69,82798498.06,0.140546024,0.005164547,703453.1178,8031904.151,0.087421419
Drosophila_yakuba,Drosophila_pseudoobscura,0.136017556,0.133686699,0.138749399,0.133674143,0.138724549,5.91,8.14,0.0017454,13421048.34,90109049.91,0.133674143,0.001437,12238619.9,83234511.54,0.138724549,0.002660805,667384.6043,7633497.12,0.106614467
Drosophila_yakuba,Drosophila_sechellia,0.065395157,0.063325202,0.064385632,0.063300856,0.064358332,5.91,6.95,0.0203865,13558300.43,89378098.51,0.063300856,0.0194607,12492163.2,83223480.18,0.064358332,0.011121438,630612.7377,6776099.78,0.066567208
Drosophila_yakuba,Drosophila_simulans,0.062688072,0.060327117,0.061303184,0.06030111,0.061277087,5.91,5.48,0.023783,14322117.61,89659980.88,0.06030111,0.0226965,13273663.35,84224540.53,0.061277087,0.009599201,587818.6636,6140631.289,0.07178847
Drosophila_yakuba,Drosophila_virilis,0.16199772,0.134350025,0.159807159,0.13433678,0.159788989,5.91,15.04,0.0015285,11070121.34,82864436.59,0.13433678,0.0005766,9439241.082,74191167.44,0.159788989,0.008456588,904973.0322,9320772.836,0.075964095
Drosophila_yakuba,Drosophila_willistoni,0.159691871,0.123667202,0.127222481,0.123670112,0.127236884,5.91,11,0.0021679,10996788.04,84891350.58,0.123670112,0.001918,10033273.4,77128365.9,0.127236884,0.003199674,593896.5834,8378991.58,0.095195363
Drosophila_yakuba,Drosophila_yakuba,0,0,0,0,0,5.91,5.91,,,,,,,,,,,,
